Using cpu device
---------------------------------
| rollout/           |          |
|    total_timesteps      | 245760       |
| train/                  |              |
|    approx_kl            | 0.0049179867 |
|    clip_fraction        | 0.012        |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.2        |
|    explained_variance   | 0.396        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.07e+04     |
|    n_updates            | 590          |
|    policy_gradient_loss | -0.0161      |
|    std                  | 0.994        |
|    value_loss           | 3.97e+04     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.2        |
|    ep_rew_mean          | -734        |
| time/                   |             |
|    fps                  | 313         |
|    iterations           | 11          |
|    time_elapsed         | 143         |
|    total_timesteps      | 249856      |
| train/                  |             |
|    approx_kl            | 0.004649379 |
|    clip_fraction        | 0.0102      |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.2       |
|    explained_variance   | 0.477       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.05e+04    |
|    n_updates            | 600         |
|    policy_gradient_loss | -0.0142     |
|    std                  | 0.994       |
|    value_loss           | 2.39e+04    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.9         |
|    ep_rew_mean          | -751         |
| time/                   |              |
|    fps                  | 313          |
|    iterations           | 12           |
|    time_elapsed         | 156          |
|    total_timesteps      | 253952       |
| train/                  |              |
|    approx_kl            | 0.0069082985 |
|    clip_fraction        | 0.0266       |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.2        |
|    explained_variance   | 0.451        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.32e+04     |
|    n_updates            | 610          |
|    policy_gradient_loss | -0.0197      |
|    std                  | 0.993        |
|    value_loss           | 2.91e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.8         |
|    ep_rew_mean          | -815         |
| time/                   |              |
|    fps                  | 312          |
|    iterations           | 13           |
|    time_elapsed         | 170          |
|    total_timesteps      | 258048       |
| train/                  |              |
|    approx_kl            | 0.0042347987 |
|    clip_fraction        | 0.00789      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.2        |
|    explained_variance   | 0.448        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.61e+04     |
|    n_updates            | 620          |
|    policy_gradient_loss | -0.0141      |
|    std                  | 0.993        |
|    value_loss           | 2.45e+04     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.7        |
|    ep_rew_mean          | -859        |
| time/                   |             |
|    fps                  | 310         |
|    iterations           | 14          |
|    time_elapsed         | 184         |
|    total_timesteps      | 262144      |
| train/                  |             |
|    approx_kl            | 0.005192317 |
|    clip_fraction        | 0.0129      |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.2       |
|    explained_variance   | 0.356       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.35e+04    |
|    n_updates            | 630         |
|    policy_gradient_loss | -0.0158     |
|    std                  | 0.992       |
|    value_loss           | 4.28e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 53.5        |
|    ep_rew_mean          | -844        |
| time/                   |             |
|    fps                  | 309         |
|    iterations           | 15          |
|    time_elapsed         | 198         |
|    total_timesteps      | 266240      |
| train/                  |             |
|    approx_kl            | 0.004181988 |
|    clip_fraction        | 0.00715     |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.2       |
|    explained_variance   | 0.387       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.76e+04    |
|    n_updates            | 640         |
|    policy_gradient_loss | -0.0143     |
|    std                  | 0.991       |
|    value_loss           | 3.76e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 53.1        |
|    ep_rew_mean          | -806        |
| time/                   |             |
|    fps                  | 310         |
|    iterations           | 16          |
|    time_elapsed         | 210         |
|    total_timesteps      | 270336      |
| train/                  |             |
|    approx_kl            | 0.003269746 |
|    clip_fraction        | 0.00474     |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.2       |
|    explained_variance   | 0.444       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.26e+04    |
|    n_updates            | 650         |
|    policy_gradient_loss | -0.0128     |
|    std                  | 0.991       |
|    value_loss           | 3.23e+04    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.2         |
|    ep_rew_mean          | -733         |
| time/                   |              |
|    fps                  | 310          |
|    iterations           | 17           |
|    time_elapsed         | 224          |
|    total_timesteps      | 274432       |
| train/                  |              |
|    approx_kl            | 0.0040698606 |
|    clip_fraction        | 0.0083       |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.2        |
|    explained_variance   | 0.451        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.78e+04     |
|    n_updates            | 660          |
|    policy_gradient_loss | -0.0137      |
|    std                  | 0.991        |
|    value_loss           | 2.88e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.2         |
|    ep_rew_mean          | -854         |
| time/                   |              |
|    fps                  | 309          |
|    iterations           | 18           |
|    time_elapsed         | 238          |
|    total_timesteps      | 278528       |
| train/                  |              |
|    approx_kl            | 0.0070578256 |
|    clip_fraction        | 0.025        |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.2        |
|    explained_variance   | 0.495        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.28e+04     |
|    n_updates            | 670          |
|    policy_gradient_loss | -0.019       |
|    std                  | 0.992        |
|    value_loss           | 2.68e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.3         |
|    ep_rew_mean          | -899         |
| time/                   |              |
|    fps                  | 306          |
|    iterations           | 19           |
|    time_elapsed         | 253          |
|    total_timesteps      | 282624       |
| train/                  |              |
|    approx_kl            | 0.0035929468 |
|    clip_fraction        | 0.00593      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.2        |
|    explained_variance   | 0.45         |
|    learning_rate        | 0.0003       |
|    loss                 | 1.88e+04     |
|    n_updates            | 680          |
|    policy_gradient_loss | -0.0138      |
|    std                  | 0.992        |
|    value_loss           | 3.63e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 50.7         |
|    ep_rew_mean          | -873         |
| time/                   |              |
|    fps                  | 304          |
|    iterations           | 20           |
|    time_elapsed         | 268          |
|    total_timesteps      | 286720       |
| train/                  |              |
|    approx_kl            | 0.0046178466 |
|    clip_fraction        | 0.00967      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.2        |
|    explained_variance   | 0.467        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.62e+04     |
|    n_updates            | 690          |
|    policy_gradient_loss | -0.0165      |
|    std                  | 0.992        |
|    value_loss           | 3.24e+04     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 51.9        |
|    ep_rew_mean          | -776        |
| time/                   |             |
|    fps                  | 302         |
|    iterations           | 21          |
|    time_elapsed         | 284         |
|    total_timesteps      | 290816      |
| train/                  |             |
|    approx_kl            | 0.004185375 |
|    clip_fraction        | 0.00735     |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.2       |
|    explained_variance   | 0.469       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.86e+04    |
|    n_updates            | 700         |
|    policy_gradient_loss | -0.0137     |
|    std                  | 0.992       |
|    value_loss           | 3.79e+04    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.7         |
|    ep_rew_mean          | -668         |
| time/                   |              |
|    fps                  | 300          |
|    iterations           | 22           |
|    time_elapsed         | 299          |
|    total_timesteps      | 294912       |
| train/                  |              |
|    approx_kl            | 0.0025854784 |
|    clip_fraction        | 0.00176      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.2        |
|    explained_variance   | 0.472        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.43e+04     |
|    n_updates            | 710          |
|    policy_gradient_loss | -0.0118      |
|    std                  | 0.991        |
|    value_loss           | 2.72e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.2         |
|    ep_rew_mean          | -832         |
| time/                   |              |
|    fps                  | 299          |
|    iterations           | 23           |
|    time_elapsed         | 315          |
|    total_timesteps      | 299008       |
| train/                  |              |
|    approx_kl            | 0.0041193822 |
|    clip_fraction        | 0.00662      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.2        |
|    explained_variance   | 0.5          |
|    learning_rate        | 0.0003       |
|    loss                 | 1.22e+04     |
|    n_updates            | 720          |
|    policy_gradient_loss | -0.0145      |
|    std                  | 0.991        |
|    value_loss           | 2.79e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51.7         |
|    ep_rew_mean          | -794         |
| time/                   |              |
|    fps                  | 297          |
|    iterations           | 24           |
|    time_elapsed         | 329          |
|    total_timesteps      | 303104       |
| train/                  |              |
|    approx_kl            | 0.0055463286 |
|    clip_fraction        | 0.0144       |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.2        |
|    explained_variance   | 0.509        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.56e+04     |
|    n_updates            | 730          |
|    policy_gradient_loss | -0.0166      |
|    std                  | 0.991        |
|    value_loss           | 3.28e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51.9         |
|    ep_rew_mean          | -890         |
| time/                   |              |
|    fps                  | 297          |
|    iterations           | 25           |
|    time_elapsed         | 344          |
|    total_timesteps      | 307200       |
| train/                  |              |
|    approx_kl            | 0.0035045263 |
|    clip_fraction        | 0.00508      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.2        |
|    explained_variance   | 0.48         |
|    learning_rate        | 0.0003       |
|    loss                 | 1.49e+04     |
|    n_updates            | 740          |
|    policy_gradient_loss | -0.0124      |
|    std                  | 0.992        |
|    value_loss           | 3.5e+04      |
------------------------------------------
 100% ----------------------- 102,400/100,000  [ 0:05:37 < 0:00:00 , 309 it/s ]
Checkpoint saved to C:\cosmos-node\node-data\config\CascadeProjects\windsurf-project\junoclaw\sim2real\checkpoints\ppo_recovery.zip (300000/1000000 steps)
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 53.2     |
|    ep_rew_mean     | -870     |
| time/              |          |
|    fps             | 335      |
|    iterations      | 1        |
|    time_elapsed    | 12       |
|    total_timesteps | 311296   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 51.6        |
|    ep_rew_mean          | -731        |
| time/                   |             |
|    fps                  | 298         |
|    iterations           | 2           |
|    time_elapsed         | 27          |
|    total_timesteps      | 315392      |
| train/                  |             |
|    approx_kl            | 0.003330071 |
|    clip_fraction        | 0.00457     |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.2       |
|    explained_variance   | 0.538       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.18e+04    |
|    n_updates            | 760         |
|    policy_gradient_loss | -0.0125     |
|    std                  | 0.992       |
|    value_loss           | 2.56e+04    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.1         |
|    ep_rew_mean          | -781         |
| time/                   |              |
|    fps                  | 293          |
|    iterations           | 3            |
|    time_elapsed         | 41           |
|    total_timesteps      | 319488       |
| train/                  |              |
|    approx_kl            | 0.0043898793 |
|    clip_fraction        | 0.00874      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.533        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.3e+04      |
|    n_updates            | 770          |
|    policy_gradient_loss | -0.014       |
|    std                  | 0.991        |
|    value_loss           | 2.82e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.2         |
|    ep_rew_mean          | -734         |
| time/                   |              |
|    fps                  | 295          |
|    iterations           | 4            |
|    time_elapsed         | 55           |
|    total_timesteps      | 323584       |
| train/                  |              |
|    approx_kl            | 0.0051726555 |
|    clip_fraction        | 0.0123       |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.564        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.14e+04     |
|    n_updates            | 780          |
|    policy_gradient_loss | -0.0167      |
|    std                  | 0.99         |
|    value_loss           | 2.51e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 53           |
|    ep_rew_mean          | -905         |
| time/                   |              |
|    fps                  | 291          |
|    iterations           | 5            |
|    time_elapsed         | 70           |
|    total_timesteps      | 327680       |
| train/                  |              |
|    approx_kl            | 0.0033874493 |
|    clip_fraction        | 0.00466      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.584        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.12e+04     |
|    n_updates            | 790          |
|    policy_gradient_loss | -0.0125      |
|    std                  | 0.991        |
|    value_loss           | 2.07e+04     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.4        |
|    ep_rew_mean          | -840        |
| time/                   |             |
|    fps                  | 289         |
|    iterations           | 6           |
|    time_elapsed         | 84          |
|    total_timesteps      | 331776      |
| train/                  |             |
|    approx_kl            | 0.004747593 |
|    clip_fraction        | 0.0102      |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.1       |
|    explained_variance   | 0.502       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.79e+04    |
|    n_updates            | 800         |
|    policy_gradient_loss | -0.0152     |
|    std                  | 0.991       |
|    value_loss           | 3.08e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 51.6        |
|    ep_rew_mean          | -869        |
| time/                   |             |
|    fps                  | 284         |
|    iterations           | 7           |
|    time_elapsed         | 100         |
|    total_timesteps      | 335872      |
| train/                  |             |
|    approx_kl            | 0.004527571 |
|    clip_fraction        | 0.00894     |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.2       |
|    explained_variance   | 0.547       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.36e+04    |
|    n_updates            | 810         |
|    policy_gradient_loss | -0.0145     |
|    std                  | 0.991       |
|    value_loss           | 2.95e+04    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.2         |
|    ep_rew_mean          | -949         |
| time/                   |              |
|    fps                  | 281          |
|    iterations           | 8            |
|    time_elapsed         | 116          |
|    total_timesteps      | 339968       |
| train/                  |              |
|    approx_kl            | 0.0037105302 |
|    clip_fraction        | 0.00557      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.547        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.36e+04     |
|    n_updates            | 820          |
|    policy_gradient_loss | -0.013       |
|    std                  | 0.991        |
|    value_loss           | 3.29e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.1         |
|    ep_rew_mean          | -781         |
| time/                   |              |
|    fps                  | 281          |
|    iterations           | 9            |
|    time_elapsed         | 130          |
|    total_timesteps      | 344064       |
| train/                  |              |
|    approx_kl            | 0.0051020277 |
|    clip_fraction        | 0.0112       |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.548        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.83e+04     |
|    n_updates            | 830          |
|    policy_gradient_loss | -0.0147      |
|    std                  | 0.991        |
|    value_loss           | 3.49e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.1         |
|    ep_rew_mean          | -811         |
| time/                   |              |
|    fps                  | 282          |
|    iterations           | 10           |
|    time_elapsed         | 144          |
|    total_timesteps      | 348160       |
| train/                  |              |
|    approx_kl            | 0.0031846892 |
|    clip_fraction        | 0.0041       |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.624        |
|    learning_rate        | 0.0003       |
|    loss                 | 9.7e+03      |
|    n_updates            | 840          |
|    policy_gradient_loss | -0.0123      |
|    std                  | 0.991        |
|    value_loss           | 1.78e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.3         |
|    ep_rew_mean          | -841         |
| time/                   |              |
|    fps                  | 286          |
|    iterations           | 11           |
|    time_elapsed         | 157          |
|    total_timesteps      | 352256       |
| train/                  |              |
|    approx_kl            | 0.0024065725 |
|    clip_fraction        | 0.00217      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.589        |
|    learning_rate        | 0.0003       |
|    loss                 | 9.92e+03     |
|    n_updates            | 850          |
|    policy_gradient_loss | -0.0102      |
|    std                  | 0.991        |
|    value_loss           | 2.46e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.5         |
|    ep_rew_mean          | -730         |
| time/                   |              |
|    fps                  | 290          |
|    iterations           | 12           |
|    time_elapsed         | 169          |
|    total_timesteps      | 356352       |
| train/                  |              |
|    approx_kl            | 0.0040333355 |
|    clip_fraction        | 0.00645      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.585        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.24e+04     |
|    n_updates            | 860          |
|    policy_gradient_loss | -0.0127      |
|    std                  | 0.991        |
|    value_loss           | 2.65e+04     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.5        |
|    ep_rew_mean          | -739        |
| time/                   |             |
|    fps                  | 293         |
|    iterations           | 13          |
|    time_elapsed         | 181         |
|    total_timesteps      | 360448      |
| train/                  |             |
|    approx_kl            | 0.002949481 |
|    clip_fraction        | 0.00315     |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.1       |
|    explained_variance   | 0.603       |
|    learning_rate        | 0.0003      |
|    loss                 | 9.51e+03    |
|    n_updates            | 870         |
|    policy_gradient_loss | -0.0116     |
|    std                  | 0.99        |
|    value_loss           | 2.1e+04     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.6         |
|    ep_rew_mean          | -828         |
| time/                   |              |
|    fps                  | 296          |
|    iterations           | 14           |
|    time_elapsed         | 193          |
|    total_timesteps      | 364544       |
| train/                  |              |
|    approx_kl            | 0.0041895956 |
|    clip_fraction        | 0.00876      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.588        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.37e+04     |
|    n_updates            | 880          |
|    policy_gradient_loss | -0.0151      |
|    std                  | 0.991        |
|    value_loss           | 2.68e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.2         |
|    ep_rew_mean          | -751         |
| time/                   |              |
|    fps                  | 297          |
|    iterations           | 15           |
|    time_elapsed         | 206          |
|    total_timesteps      | 368640       |
| train/                  |              |
|    approx_kl            | 0.0047007217 |
|    clip_fraction        | 0.00876      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.58         |
|    learning_rate        | 0.0003       |
|    loss                 | 1.25e+04     |
|    n_updates            | 890          |
|    policy_gradient_loss | -0.015       |
|    std                  | 0.991        |
|    value_loss           | 3.14e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52           |
|    ep_rew_mean          | -772         |
| time/                   |              |
|    fps                  | 300          |
|    iterations           | 16           |
|    time_elapsed         | 218          |
|    total_timesteps      | 372736       |
| train/                  |              |
|    approx_kl            | 0.0025677038 |
|    clip_fraction        | 0.00186      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.587        |
|    learning_rate        | 0.0003       |
|    loss                 | 9.5e+03      |
|    n_updates            | 900          |
|    policy_gradient_loss | -0.0109      |
|    std                  | 0.991        |
|    value_loss           | 2.33e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51.4         |
|    ep_rew_mean          | -943         |
| time/                   |              |
|    fps                  | 302          |
|    iterations           | 17           |
|    time_elapsed         | 230          |
|    total_timesteps      | 376832       |
| train/                  |              |
|    approx_kl            | 0.0024147953 |
|    clip_fraction        | 0.00244      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.2        |
|    explained_variance   | 0.6          |
|    learning_rate        | 0.0003       |
|    loss                 | 1.51e+04     |
|    n_updates            | 910          |
|    policy_gradient_loss | -0.0106      |
|    std                  | 0.991        |
|    value_loss           | 2.45e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 53.1         |
|    ep_rew_mean          | -962         |
| time/                   |              |
|    fps                  | 304          |
|    iterations           | 18           |
|    time_elapsed         | 242          |
|    total_timesteps      | 380928       |
| train/                  |              |
|    approx_kl            | 0.0031269141 |
|    clip_fraction        | 0.00325      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.556        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.21e+04     |
|    n_updates            | 920          |
|    policy_gradient_loss | -0.0124      |
|    std                  | 0.99         |
|    value_loss           | 3.38e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.4         |
|    ep_rew_mean          | -969         |
| time/                   |              |
|    fps                  | 305          |
|    iterations           | 19           |
|    time_elapsed         | 254          |
|    total_timesteps      | 385024       |
| train/                  |              |
|    approx_kl            | 0.0040830253 |
|    clip_fraction        | 0.00688      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.612        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.17e+04     |
|    n_updates            | 930          |
|    policy_gradient_loss | -0.0137      |
|    std                  | 0.99         |
|    value_loss           | 2.73e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.1         |
|    ep_rew_mean          | -929         |
| time/                   |              |
|    fps                  | 307          |
|    iterations           | 20           |
|    time_elapsed         | 266          |
|    total_timesteps      | 389120       |
| train/                  |              |
|    approx_kl            | 0.0030924222 |
|    clip_fraction        | 0.00339      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.572        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.67e+04     |
|    n_updates            | 940          |
|    policy_gradient_loss | -0.0123      |
|    std                  | 0.99         |
|    value_loss           | 3.27e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51.3         |
|    ep_rew_mean          | -797         |
| time/                   |              |
|    fps                  | 308          |
|    iterations           | 21           |
|    time_elapsed         | 278          |
|    total_timesteps      | 393216       |
| train/                  |              |
|    approx_kl            | 0.0028242948 |
|    clip_fraction        | 0.00205      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.604        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.95e+04     |
|    n_updates            | 950          |
|    policy_gradient_loss | -0.0115      |
|    std                  | 0.99         |
|    value_loss           | 3.61e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51.7         |
|    ep_rew_mean          | -732         |
| time/                   |              |
|    fps                  | 309          |
|    iterations           | 22           |
|    time_elapsed         | 290          |
|    total_timesteps      | 397312       |
| train/                  |              |
|    approx_kl            | 0.0036287094 |
|    clip_fraction        | 0.00535      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.654        |
|    learning_rate        | 0.0003       |
|    loss                 | 1e+04        |
|    n_updates            | 960          |
|    policy_gradient_loss | -0.0138      |
|    std                  | 0.99         |
|    value_loss           | 2.22e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.1         |
|    ep_rew_mean          | -873         |
| time/                   |              |
|    fps                  | 311          |
|    iterations           | 23           |
|    time_elapsed         | 302          |
|    total_timesteps      | 401408       |
| train/                  |              |
|    approx_kl            | 0.0021931082 |
|    clip_fraction        | 0.00203      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.67         |
|    learning_rate        | 0.0003       |
|    loss                 | 1.06e+04     |
|    n_updates            | 970          |
|    policy_gradient_loss | -0.0101      |
|    std                  | 0.989        |
|    value_loss           | 2.1e+04      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.8        |
|    ep_rew_mean          | -829        |
| time/                   |             |
|    fps                  | 312         |
|    iterations           | 24          |
|    time_elapsed         | 314         |
|    total_timesteps      | 405504      |
| train/                  |             |
|    approx_kl            | 0.003514926 |
|    clip_fraction        | 0.00518     |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.1       |
|    explained_variance   | 0.607       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.61e+04    |
|    n_updates            | 980         |
|    policy_gradient_loss | -0.0131     |
|    std                  | 0.99        |
|    value_loss           | 3.21e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 53          |
|    ep_rew_mean          | -813        |
| time/                   |             |
|    fps                  | 313         |
|    iterations           | 25          |
|    time_elapsed         | 326         |
|    total_timesteps      | 409600      |
| train/                  |             |
|    approx_kl            | 0.001836065 |
|    clip_fraction        | 0.000708    |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.1       |
|    explained_variance   | 0.61        |
|    learning_rate        | 0.0003      |
|    loss                 | 1.56e+04    |
|    n_updates            | 990         |
|    policy_gradient_loss | -0.00916    |
|    std                  | 0.99        |
|    value_loss           | 2.94e+04    |
-----------------------------------------
 100% ----------------------- 102,400/100,000  [ 0:05:20 < 0:00:00 , 347 it/s ]
Checkpoint saved to C:\cosmos-node\node-data\config\CascadeProjects\windsurf-project\junoclaw\sim2real\checkpoints\ppo_recovery.zip (400000/1000000 steps)
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 52.7     |
|    ep_rew_mean     | -877     |
| time/              |          |
|    fps             | 394      |
|    iterations      | 1        |
|    time_elapsed    | 10       |
|    total_timesteps | 413696   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52           |
|    ep_rew_mean          | -876         |
| time/                   |              |
|    fps                  | 365          |
|    iterations           | 2            |
|    time_elapsed         | 22           |
|    total_timesteps      | 417792       |
| train/                  |              |
|    approx_kl            | 0.0023049559 |
|    clip_fraction        | 0.00127      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.646        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.54e+04     |
|    n_updates            | 1010         |
|    policy_gradient_loss | -0.00976     |
|    std                  | 0.989        |
|    value_loss           | 2.87e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51.9         |
|    ep_rew_mean          | -699         |
| time/                   |              |
|    fps                  | 357          |
|    iterations           | 3            |
|    time_elapsed         | 34           |
|    total_timesteps      | 421888       |
| train/                  |              |
|    approx_kl            | 0.0032884516 |
|    clip_fraction        | 0.00325      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.678        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.1e+04      |
|    n_updates            | 1020         |
|    policy_gradient_loss | -0.0115      |
|    std                  | 0.99         |
|    value_loss           | 2.22e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.2         |
|    ep_rew_mean          | -796         |
| time/                   |              |
|    fps                  | 350          |
|    iterations           | 4            |
|    time_elapsed         | 46           |
|    total_timesteps      | 425984       |
| train/                  |              |
|    approx_kl            | 0.0033223745 |
|    clip_fraction        | 0.00339      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.66         |
|    learning_rate        | 0.0003       |
|    loss                 | 7.62e+03     |
|    n_updates            | 1030         |
